order_details_id,order_id,pizza_typecode,quantity,pizza_typeid
102,42,five_cheese_l,1,72
103,42,mexicana_l,1,87
104,42,peppr_salami_m,1,53
105,43,ckn_alfredo_m,1,8
106,43,ital_supr_m,1,50
107,43,peppr_salami_l,1,54
108,44,spin_pesto_s,1,88
109,45,four_cheese_l,1,75
110,45,hawaiian_s,1,25
111,45,thai_ckn_m,1,17
112,46,ckn_pesto_l,1,12
113,46,classic_dlx_l,1,24
114,46,thai_ckn_m,1,17
115,47,southw_ckn_l,1,15
116,47,veggie_veg_s,1,94
117,48,ckn_pesto_m,1,11
118,48,green_garden_s,1,76
119,48,prsc_argla_l,1,57
120,48,spicy_ital_l,1,66
121,49,sicilian_l,1,60
122,50,the_greek_xl,1,43
123,51,bbq_ckn_l,1,3
124,51,pep_msh_pep_l,1,36
125,52,hawaiian_l,1,27
126,52,mexicana_l,1,87
127,52,spicy_ital_l,1,66
128,53,pep_msh_pep_s,1,34
129,53,spinach_supr_m,1,68
130,54,prsc_argla_m,1,56
131,54,thai_ckn_l,1,18
132,55,peppr_salami_s,1,52
133,55,spicy_ital_l,1,66
134,56,classic_dlx_m,1,23
135,56,mediterraneo_l,1,84
136,56,southw_ckn_m,1,14
137,57,classic_dlx_m,1,23
138,58,five_cheese_l,1,72
139,58,pepperoni_m,1,38
140,59,ital_veggie_s,1,79
141,59,pep_msh_pep_s,1,34
142,59,pepperoni_l,1,39
143,60,ckn_pesto_l,1,12
144,60,four_cheese_m,1,74
145,61,bbq_ckn_m,1,2
146,61,ital_supr_l,1,51
147,62,bbq_ckn_m,1,2
148,62,spinach_supr_m,1,68
149,63,pep_msh_pep_m,1,35
150,64,big_meat_s,1,19
151,65,pep_msh_pep_s,1,34
152,65,sicilian_s,1,58
153,65,spicy_ital_s,1,64
154,65,spinach_supr_m,1,68
155,66,classic_dlx_m,1,23
156,66,ital_cpcllo_m,1,29
157,67,southw_ckn_l,1,15
158,68,classic_dlx_m,1,23
159,68,ital_supr_l,1,51
160,68,ital_supr_m,1,50
161,69,bbq_ckn_l,1,3
162,70,ital_veggie_s,1,79
163,70,soppressata_l,1,63
164,71,thai_ckn_l,1,18
165,72,spinach_fet_l,1,93
166,73,thai_ckn_s,1,16
167,74,five_cheese_l,1,72
168,74,mexicana_l,1,87
169,74,spin_pesto_s,1,88
170,74,spinach_supr_l,1,69
171,75,ital_supr_s,1,49
172,75,mediterraneo_l,1,84
173,75,napolitana_l,1,33
174,76,big_meat_s,1,19
175,76,hawaiian_l,1,27
176,76,ital_veggie_l,1,81
177,76,spicy_ital_l,1,66
178,77,bbq_ckn_m,1,2
179,77,hawaiian_m,1,26
180,78,big_meat_s,1,19
181,78,classic_dlx_s,1,22
182,78,four_cheese_l,1,75
183,78,ital_cpcllo_m,1,29
184,78,spicy_ital_l,3,66
185,78,thai_ckn_s,1,16
186,79,ital_cpcllo_l,1,30
187,79,pep_msh_pep_s,1,34
188,79,thai_ckn_l,1,18
189,80,pepperoni_s,1,37
190,80,thai_ckn_m,1,17
191,81,thai_ckn_l,1,18
192,82,big_meat_s,1,19
193,82,cali_ckn_m,1,5
194,82,spicy_ital_l,1,66
195,82,veggie_veg_m,1,95
196,83,southw_ckn_s,1,13
197,84,pepperoni_l,1,39
198,85,classic_dlx_m,1,23
199,85,classic_dlx_s,1,22
200,85,ital_supr_l,1,51
201,85,the_greek_m,1,41
202,86,hawaiian_l,1,27
203,87,ital_cpcllo_m,1,29
204,87,mexicana_m,1,86
205,87,spinach_supr_l,1,69
206,87,spinach_supr_s,1,67
207,88,five_cheese_l,1,72
208,89,soppressata_l,1,63
209,89,thai_ckn_l,1,18
210,90,sicilian_l,1,60
211,90,thai_ckn_s,1,16
212,91,bbq_ckn_l,2,3
213,91,ckn_pesto_s,1,10
214,91,pepperoni_s,1,37
215,92,bbq_ckn_m,1,2
216,92,ital_supr_l,1,51
217,92,ital_supr_m,1,50
218,92,ital_veggie_s,1,79
219,92,pepperoni_m,1,38
220,92,peppr_salami_m,1,53
221,92,spinach_fet_s,1,91
222,92,spinach_supr_s,1,67
223,92,the_greek_m,2,41
224,93,sicilian_m,1,59
225,94,ital_cpcllo_m,1,29
226,94,southw_ckn_s,1,13
227,95,napolitana_s,1,31
228,95,peppr_salami_l,1,54
229,96,napolitana_s,1,31
230,97,big_meat_s,1,19
231,98,classic_dlx_l,1,24
232,98,napolitana_l,1,33
233,99,ital_supr_l,1,51
234,100,hawaiian_l,1,27
235,101,cali_ckn_l,1,6
236,101,pepperoni_l,1,39
237,101,soppressata_l,1,63
238,101,spicy_ital_m,1,65
239,102,bbq_ckn_s,1,1
240,102,prsc_argla_s,1,55
241,103,spinach_supr_s,1,67
242,104,bbq_ckn_m,1,2
243,104,ckn_alfredo_m,1,8
244,104,ital_veggie_m,1,80
245,104,veggie_veg_l,1,96
246,105,hawaiian_s,2,25
247,105,pepperoni_l,1,39
248,105,prsc_argla_m,1,56
249,106,mexicana_l,1,87
250,106,spicy_ital_l,1,66
251,107,cali_ckn_l,1,6
252,107,ital_supr_m,1,50
253,107,spicy_ital_l,1,66
254,107,veggie_veg_l,1,96
255,108,classic_dlx_l,1,24
256,108,hawaiian_l,1,27
257,108,spinach_supr_l,1,69
258,109,ital_cpcllo_l,1,30
259,109,ital_supr_l,1,51
260,109,pepperoni_m,1,38
261,109,prsc_argla_l,1,57
262,110,big_meat_s,1,19
263,110,napolitana_l,1,33
264,110,soppressata_l,1,63
265,110,spicy_ital_s,1,64
266,111,cali_ckn_m,1,5
267,111,five_cheese_l,1,72
268,111,pepperoni_m,1,38
269,111,spin_pesto_l,1,90
270,112,pepperoni_s,1,37
271,113,cali_ckn_l,1,6
272,113,mexicana_l,1,87
273,113,southw_ckn_m,1,14
274,114,pepperoni_l,1,39
275,114,sicilian_s,1,58
276,115,big_meat_s,1,19
277,115,napolitana_l,1,33
278,115,thai_ckn_m,1,17
279,116,five_cheese_l,1,72
280,117,peppr_salami_m,1,53
281,117,sicilian_l,1,60
282,118,prsc_argla_l,1,57
283,118,spinach_fet_s,1,91
284,119,four_cheese_m,1,74
285,120,classic_dlx_s,1,22
286,120,hawaiian_s,1,25
287,120,spinach_fet_l,1,93
288,121,bbq_ckn_m,1,2
289,121,four_cheese_l,1,75
290,121,sicilian_l,1,60
291,121,southw_ckn_l,1,15
292,122,ital_supr_m,1,50
293,123,ital_cpcllo_s,1,28
294,124,bbq_ckn_s,1,1
295,124,sicilian_l,1,60
296,124,spicy_ital_l,1,66
297,124,the_greek_s,1,40
298,125,the_greek_xl,1,43
299,126,veggie_veg_l,1,96
300,127,pepperoni_m,1,38
301,128,spicy_ital_s,1,64
302,129,big_meat_s,1,19
303,129,the_greek_m,1,41
304,130,hawaiian_s,1,25
305,130,ital_cpcllo_l,1,30
306,130,mexicana_m,1,86
307,130,southw_ckn_s,1,13
308,131,ckn_pesto_l,1,12
309,131,five_cheese_l,1,72
310,131,green_garden_s,1,76
311,131,spinach_supr_s,1,67
312,132,pepperoni_s,1,37
313,133,bbq_ckn_l,1,3
314,133,hawaiian_l,1,27
315,133,the_greek_s,1,40
316,134,big_meat_s,1,19
317,134,southw_ckn_l,1,15
318,134,spinach_supr_s,1,67
319,135,veggie_veg_l,1,96
320,136,five_cheese_l,1,72
321,136,peppr_salami_s,1,52
322,137,mediterraneo_l,1,84
323,137,pepperoni_s,1,37
324,137,spicy_ital_m,1,65
325,138,cali_ckn_m,1,5
326,138,four_cheese_l,1,75
327,138,ital_veggie_l,1,81
328,138,sicilian_m,1,59
329,139,five_cheese_l,1,72
330,140,prsc_argla_s,1,55
331,140,veggie_veg_m,1,95
332,141,classic_dlx_m,1,23
333,142,green_garden_m,1,77
334,143,cali_ckn_s,1,4
335,143,classic_dlx_s,1,22
336,143,hawaiian_l,1,27
337,143,mexicana_m,1,86
338,143,pepperoni_l,1,39
339,143,prsc_argla_s,1,55
340,143,thai_ckn_l,1,18
341,143,veggie_veg_m,1,95
342,144,bbq_ckn_m,3,2
343,144,big_meat_s,1,19
344,144,cali_ckn_l,1,6
345,144,ckn_pesto_m,1,11
346,144,five_cheese_l,1,72
347,144,four_cheese_l,1,75
348,144,pep_msh_pep_s,1,34
349,144,southw_ckn_l,1,15
350,144,southw_ckn_s,1,13
351,144,spicy_ital_l,1,66
352,144,thai_ckn_m,1,17
353,144,veggie_veg_l,1,96
354,145,the_greek_s,1,40
355,146,cali_ckn_l,1,6
356,146,four_cheese_m,1,74
357,146,hawaiian_m,1,26
358,147,the_greek_xl,1,43
359,148,mediterraneo_s,1,82
360,149,spinach_fet_m,1,92
361,150,pepperoni_m,1,38
362,151,southw_ckn_l,1,15
363,151,spinach_supr_s,1,67
364,152,hawaiian_s,1,25
365,152,spinach_fet_l,1,93
366,152,thai_ckn_s,1,16
367,152,the_greek_m,1,41
368,153,mexicana_m,1,86
369,154,prsc_argla_s,1,55
370,155,ckn_pesto_s,1,10
371,155,napolitana_l,1,33
372,155,pepperoni_l,1,39
373,155,peppr_salami_l,1,54
374,156,napolitana_m,1,32
375,156,thai_ckn_l,1,18
376,157,ital_supr_l,1,51
377,157,mediterraneo_m,1,83
378,157,sicilian_m,1,59
379,157,spin_pesto_m,1,89
380,158,ital_veggie_m,1,80
381,158,thai_ckn_m,1,17
382,159,four_cheese_l,1,75
383,159,thai_ckn_m,1,17
384,160,classic_dlx_m,1,23
385,161,hawaiian_s,1,25
386,161,spicy_ital_m,1,65
387,161,the_greek_xl,1,43
388,162,big_meat_s,1,19
389,163,hawaiian_m,1,26
390,163,pepperoni_l,1,39
391,163,the_greek_m,1,41
392,164,cali_ckn_l,1,6
393,164,pepperoni_m,1,38
394,165,prsc_argla_m,1,56
395,166,prsc_argla_s,1,55
396,167,bbq_ckn_l,1,3
397,167,ital_supr_m,1,50
398,167,pepperoni_m,1,38
399,168,big_meat_s,1,19
400,168,veggie_veg_m,1,95
401,169,four_cheese_l,1,75
402,169,ital_cpcllo_s,1,28
403,169,sicilian_m,1,59
404,170,hawaiian_l,1,27
405,171,napolitana_m,1,32
406,172,napolitana_s,1,31
407,172,spinach_supr_m,1,68
408,172,thai_ckn_l,1,18
409,173,cali_ckn_m,1,5
410,173,classic_dlx_m,1,23
411,173,veggie_veg_l,1,96
412,174,big_meat_s,1,19
413,174,cali_ckn_l,1,6
414,174,cali_ckn_m,1,5
415,174,ital_cpcllo_m,1,29
416,175,ital_supr_l,1,51
417,176,cali_ckn_l,1,6
418,176,peppr_salami_m,1,53
419,177,napolitana_s,1,31
420,177,thai_ckn_l,1,18
421,178,peppr_salami_l,1,54
422,179,hawaiian_l,1,27
423,179,sicilian_m,1,59
424,179,veggie_veg_s,1,94
425,180,classic_dlx_l,1,24
426,180,prsc_argla_l,1,57
427,181,mexicana_l,1,87
428,182,brie_carre_s,1,45
429,182,peppr_salami_l,1,54
430,183,napolitana_m,1,32
431,183,spin_pesto_l,1,90
432,183,spin_pesto_s,1,88
433,184,hawaiian_l,1,27
434,185,sicilian_m,1,59
435,185,spin_pesto_s,1,88
436,186,mexicana_l,1,87
437,186,southw_ckn_l,1,15
438,186,spin_pesto_l,1,90
439,186,thai_ckn_l,1,18
440,187,five_cheese_l,1,72
441,187,spin_pesto_l,1,90
442,188,five_cheese_l,1,72
443,188,pepperoni_s,1,37
444,188,peppr_salami_l,1,54
445,189,big_meat_s,2,19
446,189,thai_ckn_s,1,16
447,190,bbq_ckn_l,1,3
448,190,four_cheese_m,1,74
449,190,pep_msh_pep_s,1,34
450,190,prsc_argla_l,1,57
451,191,cali_ckn_l,1,6
452,191,ckn_alfredo_m,1,8
453,192,sicilian_s,1,58
454,192,southw_ckn_l,1,15
455,193,big_meat_s,1,19
456,193,cali_ckn_m,1,5
457,193,ckn_alfredo_l,2,9
458,194,bbq_ckn_s,1,1
459,195,bbq_ckn_l,1,3
460,196,sicilian_s,1,58
461,196,spicy_ital_m,1,65
462,196,veggie_veg_m,1,95
463,197,four_cheese_l,1,75
464,197,ital_cpcllo_l,1,30
465,197,ital_veggie_l,1,81
466,197,soppressata_l,1,63
467,198,big_meat_s,1,19
468,198,ckn_alfredo_l,1,9
469,199,ckn_alfredo_m,1,8
470,200,the_greek_xl,1,43
471,201,calabrese_m,1,47
472,201,ckn_pesto_l,1,12
473,201,ital_supr_l,1,51
474,201,the_greek_xl,1,43
475,202,cali_ckn_s,1,4
476,203,cali_ckn_l,1,6
477,203,ital_veggie_m,1,80
478,203,pep_msh_pep_l,1,36
479,203,the_greek_s,1,40
480,204,spicy_ital_l,1,66
481,205,cali_ckn_s,1,4
482,205,ckn_alfredo_m,1,8
483,205,prsc_argla_s,1,55
484,206,napolitana_m,1,32
485,206,pepperoni_s,1,37
486,206,spicy_ital_l,1,66
487,207,spicy_ital_l,1,66
488,208,bbq_ckn_l,1,3
489,208,bbq_ckn_s,1,1
490,208,ckn_alfredo_m,1,8
491,208,pepperoni_m,1,38
492,208,the_greek_m,1,41
493,209,cali_ckn_l,1,6
494,210,spinach_fet_s,1,91
495,211,pepperoni_s,1,37
496,212,ital_cpcllo_l,1,30
497,213,four_cheese_l,1,75
498,214,ital_cpcllo_l,1,30
499,214,ital_supr_m,1,50
500,214,mexicana_s,1,85
501,214,spin_pesto_m,1,89
502,215,green_garden_s,1,76
503,216,bbq_ckn_m,1,2
504,216,five_cheese_l,1,72
505,216,hawaiian_l,1,27
506,217,classic_dlx_m,1,23
507,217,spinach_fet_s,1,91
508,218,spicy_ital_m,1,65
509,219,bbq_ckn_l,1,3
510,219,five_cheese_l,1,72
511,219,peppr_salami_m,1,53
512,219,spinach_fet_m,1,92
513,220,hawaiian_s,1,25
514,220,ital_cpcllo_s,1,28
515,220,napolitana_l,1,33
516,220,spicy_ital_l,1,66
517,221,five_cheese_l,1,72
518,221,prsc_argla_m,1,56
519,221,the_greek_s,1,40
520,222,four_cheese_l,1,75
521,222,sicilian_s,1,58
522,223,pep_msh_pep_s,1,34
523,224,ckn_alfredo_s,1,7
524,224,ital_supr_m,1,50
525,224,napolitana_m,1,32
526,224,thai_ckn_l,1,18
527,225,bbq_ckn_l,1,3
528,225,bbq_ckn_m,1,2
529,225,southw_ckn_s,1,13
530,226,classic_dlx_l,1,24
531,227,bbq_ckn_m,1,2
532,227,the_greek_m,1,41
533,228,ital_veggie_s,1,79
534,229,ital_veggie_l,1,81
535,229,prsc_argla_l,1,57
536,229,spin_pesto_s,1,88
537,230,thai_ckn_m,1,17
538,231,cali_ckn_l,1,6
539,231,napolitana_s,1,31
540,231,prsc_argla_s,1,55
541,232,bbq_ckn_m,1,2
542,232,spinach_supr_l,1,69
543,233,spinach_fet_s,1,91
544,234,ckn_alfredo_m,1,8
545,234,ital_supr_s,1,49
546,234,napolitana_m,1,32
547,235,cali_ckn_m,1,5
548,236,classic_dlx_l,1,24
549,236,green_garden_m,1,77
550,237,green_garden_s,1,76
551,238,spin_pesto_l,1,90
552,239,ital_supr_l,1,51
553,239,thai_ckn_m,1,17
554,240,four_cheese_m,1,74
555,241,sicilian_m,1,59
556,241,spinach_supr_l,1,69
557,242,calabrese_m,1,47
558,242,thai_ckn_l,1,18
559,242,veggie_veg_m,1,95
560,243,classic_dlx_l,1,24
561,243,spinach_supr_s,1,67
562,244,ital_supr_s,1,49
563,244,spicy_ital_l,1,66
564,245,bbq_ckn_l,1,3
565,245,ckn_pesto_l,1,12
566,246,ckn_alfredo_m,1,8
567,246,pepperoni_l,1,39
568,247,hawaiian_m,1,26
569,247,sicilian_m,1,59
570,247,spinach_supr_s,1,67
571,248,hawaiian_s,1,25
572,248,thai_ckn_l,1,18
573,249,bbq_ckn_l,1,3
574,249,calabrese_s,1,46
575,250,four_cheese_m,1,74
576,251,mexicana_m,1,86
577,252,prsc_argla_m,1,56
578,253,brie_carre_s,1,45
579,254,bbq_ckn_l,1,3
580,254,brie_carre_s,1,45
581,254,five_cheese_l,1,72
582,255,five_cheese_l,1,72
583,255,green_garden_m,1,77
584,255,hawaiian_l,1,27
585,255,spinach_fet_m,1,92
586,256,pep_msh_pep_l,1,36
587,257,cali_ckn_l,1,6
588,257,ckn_alfredo_l,1,9
589,258,classic_dlx_m,1,23
590,259,pepperoni_l,1,39
591,260,five_cheese_l,1,72
592,260,the_greek_l,1,42
593,261,brie_carre_s,1,45
594,262,cali_ckn_m,1,5
595,263,spin_pesto_l,1,90
596,264,mexicana_m,1,86
597,265,ckn_alfredo_m,1,8
598,265,mexicana_l,1,87
599,265,sicilian_m,1,59
600,265,spicy_ital_l,1,66
601,266,peppr_salami_m,1,53
602,267,four_cheese_l,1,75
603,267,mediterraneo_l,1,84
604,267,napolitana_s,1,31
605,268,ital_supr_l,1,51
606,268,pepperoni_s,1,37
607,269,ckn_alfredo_m,1,8
608,270,southw_ckn_l,1,15
609,270,spin_pesto_l,1,90
610,270,thai_ckn_l,1,18
611,271,big_meat_s,1,19
612,271,cali_ckn_m,2,5
613,271,ckn_alfredo_m,2,8
614,271,ckn_pesto_l,2,12
615,271,classic_dlx_m,1,23
616,271,ital_supr_m,1,50
617,271,sicilian_s,1,58
618,271,soppressata_m,1,62
619,271,southw_ckn_m,1,14
620,271,the_greek_s,1,40
621,272,ital_supr_m,1,50
622,273,soppressata_s,1,61
623,274,four_cheese_l,1,75
624,274,thai_ckn_l,1,18
625,275,classic_dlx_l,1,24
626,275,five_cheese_l,1,72
627,275,pepperoni_s,1,37
628,275,sicilian_m,1,59
629,276,five_cheese_l,1,72
630,276,spicy_ital_l,1,66
631,277,four_cheese_m,1,74
632,278,ital_veggie_m,1,80
633,278,southw_ckn_l,1,15
634,279,cali_ckn_m,1,5
635,279,ckn_alfredo_m,1,8
636,280,prsc_argla_m,1,56
637,280,veggie_veg_m,1,95
638,281,sicilian_s,1,58
639,282,classic_dlx_s,1,22
640,282,five_cheese_l,1,72
641,282,peppr_salami_l,1,54
642,282,spin_pesto_l,1,90
643,283,napolitana_m,1,32
644,284,four_cheese_m,1,74
645,284,hawaiian_s,1,25
646,284,napolitana_m,1,32
647,285,prsc_argla_l,1,57
648,286,ital_supr_m,1,50
649,286,peppr_salami_l,1,54
650,287,ital_supr_m,1,50
651,287,pep_msh_pep_m,1,35
652,287,pepperoni_m,1,38
653,287,sicilian_s,1,58
654,288,brie_carre_s,1,45
655,288,prsc_argla_l,1,57
656,288,spinach_supr_l,1,69
657,289,five_cheese_l,1,72
658,290,classic_dlx_s,1,22
659,290,veggie_veg_m,1,95
660,291,bbq_ckn_l,1,3
661,291,ckn_alfredo_m,2,8
662,291,four_cheese_m,1,74
663,292,spin_pesto_m,1,89
664,292,spinach_fet_l,1,93
665,293,classic_dlx_s,1,22
666,293,ital_veggie_s,1,79
667,294,bbq_ckn_m,1,2
668,294,ital_supr_l,1,51
669,294,thai_ckn_l,1,18
670,295,cali_ckn_m,1,5
671,296,green_garden_s,1,76
672,296,ital_cpcllo_s,1,28
673,296,thai_ckn_m,1,17
674,297,southw_ckn_m,1,14
675,298,cali_ckn_m,1,5
676,298,cali_ckn_s,1,4
677,298,ckn_alfredo_m,1,8
678,298,classic_dlx_s,1,22
679,299,classic_dlx_s,1,22
680,299,spinach_fet_m,1,92
681,300,big_meat_s,1,19
682,300,ital_cpcllo_s,1,28
683,300,ital_veggie_s,1,79
684,300,spinach_supr_s,1,67
685,301,napolitana_l,1,33
686,302,peppr_salami_l,1,54
687,303,big_meat_s,1,19
688,303,ital_cpcllo_m,1,29
689,303,pepperoni_s,1,37
690,304,hawaiian_s,1,25
691,304,mexicana_l,1,87
692,305,pepperoni_l,1,39
693,305,sicilian_s,1,58
694,305,spicy_ital_m,1,65
695,306,big_meat_s,1,19
696,306,hawaiian_s,1,25
697,306,napolitana_m,1,32
698,307,classic_dlx_l,1,24
699,307,thai_ckn_m,1,17
700,308,hawaiian_l,1,27
701,308,pep_msh_pep_l,1,36
702,308,thai_ckn_s,1,16
703,309,five_cheese_l,1,72
704,309,peppr_salami_m,1,53
705,310,hawaiian_s,1,25
706,310,thai_ckn_s,1,16
707,311,sicilian_l,1,60
708,312,big_meat_s,1,19
709,312,brie_carre_s,1,45
710,312,ckn_alfredo_m,1,8
711,312,sicilian_m,1,59
712,313,classic_dlx_m,1,23
713,314,calabrese_m,1,47
714,314,five_cheese_l,1,72
715,314,green_garden_m,1,77
716,314,hawaiian_m,1,26
717,314,veggie_veg_m,1,95
718,315,classic_dlx_m,1,23
719,316,hawaiian_s,1,25
720,316,ital_supr_m,1,50
721,317,cali_ckn_s,1,4
722,317,classic_dlx_m,1,23
723,317,four_cheese_l,1,75
724,317,hawaiian_s,1,25
725,317,pep_msh_pep_l,1,36
726,317,prsc_argla_s,1,55
727,317,spinach_fet_s,1,91
728,318,ital_cpcllo_l,1,30
729,318,mexicana_l,1,87
730,318,soppressata_s,1,61
731,318,spicy_ital_l,1,66
732,319,ital_supr_m,1,50
733,320,cali_ckn_m,1,5
734,320,ckn_pesto_l,1,12
735,321,ital_supr_l,1,51
736,322,cali_ckn_l,1,6
737,322,ckn_pesto_l,1,12
738,322,classic_dlx_s,1,22
739,322,thai_ckn_l,1,18
740,323,classic_dlx_m,1,23
741,324,five_cheese_l,1,72
742,325,classic_dlx_s,1,22
743,325,veggie_veg_s,1,94
744,326,cali_ckn_m,1,5
745,326,spinach_supr_l,1,69
746,327,classic_dlx_m,1,23
747,328,mediterraneo_l,1,84
748,329,spicy_ital_l,1,66
749,329,spinach_supr_m,1,68
750,330,big_meat_s,1,19
751,330,ckn_alfredo_m,1,8
752,330,classic_dlx_m,1,23
753,330,classic_dlx_s,1,22
754,330,five_cheese_l,1,72
755,330,four_cheese_l,2,75
756,330,hawaiian_l,1,27
757,330,pep_msh_pep_l,1,36
758,330,peppr_salami_s,1,52
759,330,sicilian_l,1,60
760,330,spicy_ital_l,1,66
761,330,spicy_ital_m,1,65
762,330,spinach_fet_l,1,93
763,330,the_greek_m,1,41
764,331,prsc_argla_m,1,56
765,332,sicilian_m,1,59
766,332,southw_ckn_l,1,15
767,332,thai_ckn_m,1,17
768,333,ckn_alfredo_m,1,8
769,334,calabrese_l,1,48
770,334,pepperoni_m,1,38
771,334,southw_ckn_m,1,14
772,334,thai_ckn_l,1,18
773,335,mediterraneo_l,1,84
774,336,prsc_argla_l,1,57
775,337,hawaiian_l,1,27
776,337,pepperoni_l,1,39
777,338,mexicana_l,1,87
778,338,thai_ckn_l,1,18
779,338,the_greek_xl,1,43
780,339,spicy_ital_m,1,65
781,340,peppr_salami_s,1,52
782,341,bbq_ckn_m,1,2
783,341,pepperoni_s,1,37
784,342,sicilian_l,1,60
785,342,southw_ckn_l,1,15
786,343,five_cheese_l,1,72
787,343,four_cheese_m,1,74
788,344,ital_cpcllo_m,1,29
789,345,peppr_salami_s,1,52
790,345,spinach_fet_s,1,91
791,346,green_garden_s,1,76
792,346,hawaiian_s,1,25
793,346,ital_cpcllo_l,1,30
794,346,napolitana_s,1,31
795,347,spinach_fet_l,1,93
796,347,thai_ckn_l,1,18
797,347,veggie_veg_m,1,95
798,348,classic_dlx_m,1,23
799,348,thai_ckn_l,1,18
800,348,thai_ckn_s,1,16
801,349,pepperoni_l,1,39
802,350,classic_dlx_l,1,24
803,350,pepperoni_m,2,38
804,350,spicy_ital_s,1,64
805,351,big_meat_s,1,19
806,351,hawaiian_m,1,26
807,352,big_meat_s,1,19
808,352,ital_cpcllo_l,1,30
809,353,bbq_ckn_l,1,3
810,353,cali_ckn_l,1,6
811,353,prsc_argla_s,1,55
812,354,green_garden_s,1,76
813,354,veggie_veg_l,1,96
814,355,ckn_alfredo_m,1,8
815,355,ital_supr_m,1,50
816,356,ckn_alfredo_m,1,8
817,357,cali_ckn_l,1,6
818,357,southw_ckn_s,1,13
819,357,spinach_fet_s,1,91
820,358,ital_supr_m,1,50
821,359,green_garden_m,1,77
822,359,thai_ckn_l,1,18
823,360,bbq_ckn_l,1,3
824,360,green_garden_s,1,76
825,360,hawaiian_s,1,25
826,361,big_meat_s,2,19
827,361,ital_cpcllo_s,1,28
828,362,bbq_ckn_m,1,2
829,362,mexicana_l,1,87
830,363,mediterraneo_l,1,84
831,363,mexicana_l,1,87
832,364,ital_supr_m,1,50
833,364,the_greek_xl,1,43
834,365,four_cheese_m,1,74
835,365,mediterraneo_l,1,84
836,365,pepperoni_m,1,38
837,366,ital_cpcllo_l,1,30
838,367,hawaiian_l,1,27
839,367,spinach_fet_m,1,92
